SexPosID,Label,Type,SemenPattern1,SemenPattern2,SemenPattern3,SemenTarget1,SemenTarget2,SemenTarget3,VoiceLabel1,VoiceLabel2,WaitLabel1,WaitLabel2,OrgasmType,dummy
106,*挿入,Insert,,,,,,,Insert,,,,,
106,*待機,Waiting,,,,,,,Waiting,,,,,
106,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
106,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
107,*挿入,Insert,,,,,,,Insert,,,,,
107,*待機,Waiting,,,,,,,Waiting,,,,,
107,*射精外,Orgasm,Ass,,,Maid1,,,Piston,,OrgasmWait,,,
107,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
108,*挿入,Insert,,,,,,,Insert,,,,,
108,*待機,Waiting,,,,,,,Waiting,,,,,
108,*射精外,Orgasm,Ass,,,Maid1,,,Piston,,OrgasmWait,,,
108,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
108,*初々しい射精外,Orgasm,Ass,,,Maid1,,,Piston,,OrgasmWait,,,
108,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
109,*挿入,Insert,,,,,,,Insert,,,,,
109,*待機,Waiting,,,,,,,Waiting,,,,,
109,*射精外,Orgasm,Back,,,Maid1,,,Piston,,OrgasmWait,,,
109,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
110,*挿入待機,Insert,,,,,,,Insert,,,,,
110,*待機,Waiting,,,,,,,Waiting,,,,,
110,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
110,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
111,*挿入,Insert,,,,,,,Insert,,,,,
111,*待機,Waiting,,,,,,,Waiting,,,,,
111,*射精外,Orgasm,Back,,,Maid1,,,Piston,,OrgasmWait,,,
111,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
112,*挿入,Insert,,,,,,,Insert,,,,,
112,*待機,Waiting,,,,,,,Waiting,,,,,
112,*初々しい射精外,Orgasm,Back,,,Maid1,,,Piston,,OrgasmWait,,,
112,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
113,*挿入,Insert,,,,,,,Insert,,,,,
113,*待機,Waiting,,,,,,,Waiting,,,,,
113,*初々しい射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
113,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
114,*挿入,Insert,,,,,,,Insert,,,,,
114,*待機,Waiting,,,,,,,Waiting,,,,,
114,*初々しい射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
114,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
115,*待機,Waiting,,,,,,,Waiting,,,,,
115,*顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
115,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
115,*初々しい顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
115,*初々しい口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
115,*精液飲み,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
116,*挿入,Insert,,,,,,,Insert,,,,,
116,*待機,Waiting,,,,,,,Waiting,,,,,
116,*顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
116,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
116,*初々しい顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
116,*初々しい口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
116,*精液飲み,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
117,*待機,Waiting,,,,,,,Waiting,,,,,
117,*顔射,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
117,*初々しい顔射,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
118,*待機,Waiting,,,,,,,Waiting,,,,,
118,*顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
118,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
118,*初々しい顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
118,*初々しい口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
118,*精液飲み,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
119,*待機,Waiting,,,,,,,Waiting,,,,,
119,*射精外,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
119,*初々しい射精外,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
120,*待機,Waiting,,,,,,,Waiting,,,,,
120,*射精外,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
120,*初々しい射精外,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
120,*手コキオナニー絶頂,Orgasm,Face,,,Maid1,,,Aibu,,OrgasmWait,,,
121,*待機,Waiting,,,,,,,Waiting,,,,,
121,*絶頂,Orgasm,None,,,,,,Aibu,,OrgasmWaitExcite,,,
122,*待機,Waiting,,,,,,,Waiting,,,,,
122,*顔射,Orgasm,Face,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
122,*口内射精,Orgasm,Mouth,Face,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
122,*男２顔射,Orgasm,Face,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
122,*男２口内射精,Orgasm,Face,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
123,*挿入,Insert,,,,,,,InsertMouth,,,,,
123,*待機,Waiting,,,,,,,Waiting,,,,,
123,*射精外,Orgasm,Belly,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
123,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
123,*初々しい射精外,Orgasm,Belly,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
123,*初々しい射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
124,*挿入,Insert,,,,,,,Insert,,,,,
124,*待機,Waiting,,,,,,,Waiting,,,,,
124,*射精外,Orgasm,Belly,Back,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
124,*射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
124,*初々しい射精外,Orgasm,Belly,Back,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
124,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
125,*挿入,Insert,,,,,,,InsertMouth,,,,,
125,*待機,Waiting,,,,,,,Waiting,,,,,
125,*射精外,Orgasm,Ass,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
125,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
125,*初々しい射精外,Orgasm,Ass,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
125,*初々しい射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
126,*挿入,Insert,,,,,,,Insert,,,,,
126,*待機,Waiting,,,,,,,Waiting,,,,,
126,*射精外,Orgasm,Ass,Belly,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
126,*射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
127,*挿入,Insert,,,,,,,Insert,,,,,
127,*待機,Waiting,,,,,,,Waiting,,,,,
127,*初々しい射精外,Orgasm,Belly,Belly,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
127,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
128,*挿入,Insert,,,,,,,Insert,,,,,
128,*待機,Waiting,,,,,,,Waiting,,,,,
128,*初々しい射精外,Orgasm,Belly,Back,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
128,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
129,*挿入,Insert,,,,,,,Insert,,,,,
129,*待機,Waiting,,,,,,,Waiting,,,,,
129,*初々しい射精外,Orgasm,Back,,,Maid1,,,Piston,,OrgasmWait,,,
129,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
129,*挿入,Insert,,,,,,,Insert,,,,,
129,*待機,Waiting,,,,,,,Waiting,,,,,
129,*初々しい射精外,Orgasm,Back,,,Maid1,,,Piston,,OrgasmWait,,,
129,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
130,*待機,Waiting,,,,,,,Waiting,,,,,
130,*初々しい秘部弄り絶頂,Orgasm,None,,,,,,Aibu,,OrgasmWait,,,
130,*秘部弄り絶頂,Orgasm,None,,,,,,Aibu,,OrgasmWait,,,
131,*待機,Waiting,,,,,,,Waiting,,,,,
131,*初々しい秘部弄り絶頂,Orgasm,None,,,,,,Aibu,,OrgasmWait,,,
132,*挿入,Insert,,,,,,,Insert,,,,,
132,*待機,Waiting,,,,,,,Waiting,,,,,
132,*射精外,Orgasm,Ass,,,Maid1,,,Piston,,OrgasmWait,,,
132,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
133,*待機,Waiting,,,,,,,Waiting,,,,,
133,*初々しい秘部弄り絶頂,Orgasm,None,,,,,,Aibu,,OrgasmWait,,,
133,*絶頂,Orgasm,None,,,,,,Aibu,,OrgasmWait,,,
134,*待機,Waiting,,,,,,,Waiting,,,,,
134,*顔射,Orgasm,Face,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
134,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
135,*挿入,Insert,,,,,,,Insert,,,,,
135,*待機,Waiting,,,,,,,Waiting,,,,,
135,*初々しい射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
135,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
136,*挿入,Insert,,,,,,,Insert,,,,,
136,*待機,Waiting,,,,,,,Waiting,,,,,
136,*初々しい射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
136,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
137,*挿入,Insert,,,,,,,Insert,,,,,
137,*待機,Waiting,,,,,,,Waiting,,,,,
137,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
137,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
