Personality,MotionType,ExcitementLevel,Normal,Estrus,dummy
Yandere,OrgasmWaitExcite,0,S3_02967.ogg,S3_101173.ogg,
Yandere,OrgasmWaitExcite,0,S3_adult_54473.ogg,S3_adult_54485.ogg,
Yandere,OrgasmWaitExcite,1,S3_02967.ogg,S3_101173.ogg,
Yandere,OrgasmWaitExcite,1,S3_adult_54473.ogg,S3_adult_54485.ogg,
Yandere,OrgasmWaitExcite,2,S3_02968.ogg,S3_101174.ogg,
Yandere,OrgasmWaitExcite,2,S3_adult_54474.ogg,S3_adult_54486.ogg,
Yandere,OrgasmWaitExcite,3,S3_02969.ogg,S3_101175.ogg,
Yandere,OrgasmWaitExcite,3,S3_adult_54475.ogg,S3_adult_54487.ogg,
Yandere,OrgasmWaitHoushi,0,S3_02964.ogg,S3_101176.ogg,
Yandere,OrgasmWaitHoushi,0,S3_adult_54476.ogg,S3_adult_54488.ogg,
Yandere,OrgasmWaitHoushi,1,S3_02964.ogg,S3_101176.ogg,
Yandere,OrgasmWaitHoushi,1,S3_adult_54476.ogg,S3_adult_54488.ogg,
Yandere,OrgasmWaitHoushi,2,S3_02965.ogg,S3_101177.ogg,
Yandere,OrgasmWaitHoushi,2,S3_adult_54477.ogg,S3_adult_54489.ogg,
Yandere,OrgasmWaitHoushi,3,S3_02966.ogg,S3_101178.ogg,
Yandere,OrgasmWaitHoushi,3,S3_adult_54478.ogg,S3_adult_54490.ogg,
Anesan,OrgasmWait,0,S4_08424.ogg,S4_102978.ogg,
Anesan,OrgasmWait,0,S4_adult_54774.ogg,S4_adult_54789.ogg,
Anesan,OrgasmWait,1,S4_08424.ogg,S4_102978.ogg,
Anesan,OrgasmWait,1,S4_adult_54774.ogg,S4_adult_54789.ogg,
Anesan,OrgasmWait,2,S4_08425.ogg,S4_102979.ogg,
Anesan,OrgasmWait,2,S4_adult_54775.ogg,S4_adult_54790.ogg,
Anesan,OrgasmWait,3,S4_08426.ogg,S4_102980.ogg,
Anesan,OrgasmWait,3,S4_adult_54776.ogg,S4_adult_54791.ogg,
Anesan,OrgasmWaitExcite,0,S4_08427.ogg,S4_102978.ogg,
Anesan,OrgasmWaitExcite,0,S4_adult_54777.ogg,S4_adult_54789.ogg,
Anesan,OrgasmWaitExcite,1,S4_08427.ogg,S4_102978.ogg,
Anesan,OrgasmWaitExcite,1,S4_adult_54777.ogg,S4_adult_54789.ogg,
Anesan,OrgasmWaitExcite,2,S4_08428.ogg,S4_102979.ogg,
Anesan,OrgasmWaitExcite,2,S4_adult_54778.ogg,S4_adult_54790.ogg,
Anesan,OrgasmWaitExcite,3,S4_08429.ogg,S4_102980.ogg,
Anesan,OrgasmWaitExcite,3,S4_adult_54779.ogg,S4_adult_54791.ogg,
Anesan,OrgasmWaitHoushi,0,S4_08424.ogg,S4_102981.ogg,
Anesan,OrgasmWaitHoushi,0,S4_adult_54780.ogg,S4_adult_54792.ogg,
Anesan,OrgasmWaitHoushi,1,S4_08424.ogg,S4_102981.ogg,
Anesan,OrgasmWaitHoushi,1,S4_adult_54780.ogg,S4_adult_54792.ogg,
Anesan,OrgasmWaitHoushi,2,S4_08425.ogg,S4_102982.ogg,
Anesan,OrgasmWaitHoushi,2,S4_adult_54781.ogg,S4_adult_54793.ogg,
Anesan,OrgasmWaitHoushi,3,S4_08426.ogg,S4_102983.ogg,
Anesan,OrgasmWaitHoushi,3,S4_adult_54782.ogg,S4_adult_54794.ogg,
Genki,OrgasmWait,0,S5_04344.ogg,S5_102385.ogg,
Genki,OrgasmWait,0,S5_adult_53896.ogg,S5_adult_53911.ogg,
Genki,OrgasmWait,1,S5_04344.ogg,S5_102385.ogg,
Genki,OrgasmWait,1,S5_adult_53896.ogg,S5_adult_53911.ogg,
Genki,OrgasmWait,2,S5_04345.ogg,S5_102386.ogg,
Genki,OrgasmWait,2,S5_adult_53897.ogg,S5_adult_53912.ogg,
Genki,OrgasmWait,3,S5_04346.ogg,S5_102387.ogg,
Genki,OrgasmWait,3,S5_adult_53898.ogg,S5_adult_53913.ogg,
Genki,OrgasmWaitExcite,0,S5_04347.ogg,S5_102385.ogg,
Genki,OrgasmWaitExcite,0,S5_adult_53899.ogg,S5_adult_53911.ogg,
Genki,OrgasmWaitExcite,1,S5_04347.ogg,S5_102385.ogg,
Genki,OrgasmWaitExcite,1,S5_adult_53899.ogg,S5_adult_53911.ogg,
Genki,OrgasmWaitExcite,2,S5_04348.ogg,S5_102386.ogg,
Genki,OrgasmWaitExcite,2,S5_adult_53900.ogg,S5_adult_53912.ogg,
Genki,OrgasmWaitExcite,3,S5_04349.ogg,S5_102387.ogg,
Genki,OrgasmWaitExcite,3,S5_adult_53901.ogg,S5_adult_53913.ogg,
Genki,OrgasmWaitHoushi,0,S5_04344.ogg,S5_102388.ogg,
Genki,OrgasmWaitHoushi,0,S5_adult_53902.ogg,S5_adult_53914.ogg,
Genki,OrgasmWaitHoushi,1,S5_04344.ogg,S5_102388.ogg,
Genki,OrgasmWaitHoushi,1,S5_adult_53902.ogg,S5_adult_53914.ogg,
Genki,OrgasmWaitHoushi,2,S5_04345.ogg,S5_102389.ogg,
Genki,OrgasmWaitHoushi,2,S5_adult_53903.ogg,S5_adult_53915.ogg,
Genki,OrgasmWaitHoushi,3,S5_04346.ogg,S5_102390.ogg,
Genki,OrgasmWaitHoushi,3,S5_adult_53904.ogg,S5_adult_53916.ogg,
Sadist,OrgasmWait,0,S6_02476.ogg,S6_103026.ogg,
Sadist,OrgasmWait,0,S6_adult_53901.ogg,S6_adult_53916.ogg,
Sadist,OrgasmWait,1,S6_02476.ogg,S6_103026.ogg,
Sadist,OrgasmWait,1,S6_adult_53901.ogg,S6_adult_53916.ogg,
Sadist,OrgasmWait,2,S6_02477.ogg,S6_103027.ogg,
Sadist,OrgasmWait,2,S6_adult_53902.ogg,S6_adult_53917.ogg,
Sadist,OrgasmWait,3,S6_02478.ogg,S6_103028.ogg,
Sadist,OrgasmWait,3,S6_adult_53903.ogg,S6_adult_53918.ogg,
Sadist,OrgasmWaitExcite,0,"S6_02479.ogg,True",S6_103026.ogg,
Sadist,OrgasmWaitExcite,0,S6_adult_53904.ogg,S6_adult_53916.ogg,
Sadist,OrgasmWaitExcite,1,"S6_02479.ogg,True",S6_103026.ogg,
Sadist,OrgasmWaitExcite,1,S6_adult_53904.ogg,S6_adult_53916.ogg,
Sadist,OrgasmWaitExcite,2,S6_02480.ogg,S6_103027.ogg,
Sadist,OrgasmWaitExcite,2,S6_adult_53905.ogg,S6_adult_53917.ogg,
Sadist,OrgasmWaitExcite,3,S6_02481.ogg,S6_103028.ogg,
Sadist,OrgasmWaitExcite,3,S6_adult_53906.ogg,S6_adult_53918.ogg,
Sadist,OrgasmWaitHoushi,0,S6_02259.ogg,S6_103029.ogg,
Sadist,OrgasmWaitHoushi,0,S6_adult_53907.ogg,S6_adult_53919.ogg,
Sadist,OrgasmWaitHoushi,1,S6_02259.ogg,S6_103029.ogg,
Sadist,OrgasmWaitHoushi,1,S6_adult_53907.ogg,S6_adult_53919.ogg,
Sadist,OrgasmWaitHoushi,2,S6_02260.ogg,S6_103030.ogg,
Sadist,OrgasmWaitHoushi,2,S6_adult_53908.ogg,S6_adult_53920.ogg,
Sadist,OrgasmWaitHoushi,3,S6_02261.ogg,S6_103031.ogg,
Sadist,OrgasmWaitHoushi,3,S6_adult_53909.ogg,S6_adult_53921.ogg,
Silent,OrgasmWait,0,H3_00842.ogg,H3_00857.ogg,
Silent,OrgasmWait,0,H3_adult_55667.ogg,H3_adult_55682.ogg,
Silent,OrgasmWait,1,H3_00842.ogg,H3_00857.ogg,
Silent,OrgasmWait,1,H3_adult_55667.ogg,H3_adult_55682.ogg,
Silent,OrgasmWait,2,H3_00843.ogg,H3_00858.ogg,
Silent,OrgasmWait,2,H3_adult_55668.ogg,H3_adult_55683.ogg,
Silent,OrgasmWait,3,H3_00844.ogg,H3_00859.ogg,
Silent,OrgasmWait,3,H3_adult_55669.ogg,H3_adult_55684.ogg,
Silent,OrgasmWaitExcite,0,H3_00845.ogg,H3_00857.ogg,
Silent,OrgasmWaitExcite,0,H3_adult_55670.ogg,H3_adult_55682.ogg,
Silent,OrgasmWaitExcite,1,H3_00845.ogg,H3_00857.ogg,
Silent,OrgasmWaitExcite,1,H3_adult_55670.ogg,H3_adult_55682.ogg,
Silent,OrgasmWaitExcite,2,H3_00846.ogg,H3_00858.ogg,
Silent,OrgasmWaitExcite,2,H3_adult_55671.ogg,H3_adult_55683.ogg,
Silent,OrgasmWaitExcite,3,H3_00847.ogg,H3_00859.ogg,
Silent,OrgasmWaitExcite,3,H3_adult_55672.ogg,H3_adult_55684.ogg,
Silent,OrgasmWaitHoushi,0,H3_00848.ogg,H3_00860.ogg,
Silent,OrgasmWaitHoushi,0,H3_adult_55673.ogg,H3_adult_55685.ogg,
Silent,OrgasmWaitHoushi,1,H3_00848.ogg,H3_00860.ogg,
Silent,OrgasmWaitHoushi,1,H3_adult_55673.ogg,H3_adult_55685.ogg,
Silent,OrgasmWaitHoushi,2,H3_00849.ogg,H3_00861.ogg,
Silent,OrgasmWaitHoushi,2,H3_adult_55674.ogg,H3_adult_55686.ogg,
Silent,OrgasmWaitHoushi,3,H3_00850.ogg,H3_00862.ogg,
Silent,OrgasmWaitHoushi,3,H3_adult_55675.ogg,H3_adult_55687.ogg,
Devilish,OrgasmWait,0,H4_01177.ogg,H4_01192.ogg,
Devilish,OrgasmWait,0,H4_adult_57524.ogg,H4_adult_57539.ogg,
Devilish,OrgasmWait,1,H4_01177.ogg,H4_01192.ogg,
Devilish,OrgasmWait,1,H4_adult_57524.ogg,H4_adult_57539.ogg,
Devilish,OrgasmWait,2,H4_01178.ogg,H4_01193.ogg,
Devilish,OrgasmWait,2,H4_adult_57525.ogg,H4_adult_57540.ogg,
Devilish,OrgasmWait,3,H4_01179.ogg,H4_01194.ogg,
Devilish,OrgasmWait,3,H4_adult_57526.ogg,H4_adult_57541.ogg,
Devilish,OrgasmWaitExcite,0,H4_01180.ogg,H4_01192.ogg,
Devilish,OrgasmWaitExcite,0,H4_adult_57527.ogg,H4_adult_57539.ogg,
Devilish,OrgasmWaitExcite,1,H4_01180.ogg,H4_01192.ogg,
Devilish,OrgasmWaitExcite,1,H4_adult_57527.ogg,H4_adult_57539.ogg,
Devilish,OrgasmWaitExcite,2,H4_01181.ogg,H4_01193.ogg,
Devilish,OrgasmWaitExcite,2,H4_adult_57528.ogg,H4_adult_57540.ogg,
Devilish,OrgasmWaitExcite,3,H4_01182.ogg,H4_01194.ogg,
Devilish,OrgasmWaitExcite,3,H4_adult_57529.ogg,H4_adult_57541.ogg,
Devilish,OrgasmWaitHoushi,0,H4_01183.ogg,H4_01195.ogg,
Devilish,OrgasmWaitHoushi,0,H4_adult_57530.ogg,H4_adult_57542.ogg,
Devilish,OrgasmWaitHoushi,1,H4_01183.ogg,H4_01195.ogg,
Devilish,OrgasmWaitHoushi,1,H4_adult_57530.ogg,H4_adult_57542.ogg,
Devilish,OrgasmWaitHoushi,2,H4_01184.ogg,H4_01196.ogg,
Devilish,OrgasmWaitHoushi,2,H4_adult_57531.ogg,H4_adult_57543.ogg,
Devilish,OrgasmWaitHoushi,3,H4_01185.ogg,H4_01197.ogg,
Devilish,OrgasmWaitHoushi,3,H4_adult_57532.ogg,H4_adult_57544.ogg,
Ladylike,OrgasmWait,0,H5_00916.ogg,H5_00931.ogg,
Ladylike,OrgasmWait,0,H5_adult_55795.ogg,H5_adult_55810.ogg,
Ladylike,OrgasmWait,1,H5_00916.ogg,H5_00931.ogg,
Ladylike,OrgasmWait,1,H5_adult_55795.ogg,H5_adult_55810.ogg,
Ladylike,OrgasmWait,2,H5_00917.ogg,H5_00932.ogg,
Ladylike,OrgasmWait,2,H5_adult_55796.ogg,H5_adult_55811.ogg,
Ladylike,OrgasmWait,3,H5_00918.ogg,H5_00933.ogg,
Ladylike,OrgasmWait,3,H5_adult_55797.ogg,H5_adult_55812.ogg,
Ladylike,OrgasmWaitExcite,0,H5_00919.ogg,H5_00931.ogg,
Ladylike,OrgasmWaitExcite,0,H5_adult_55798.ogg,H5_adult_55810.ogg,
Ladylike,OrgasmWaitExcite,1,H5_00919.ogg,H5_00931.ogg,
Ladylike,OrgasmWaitExcite,1,H5_adult_55798.ogg,H5_adult_55810.ogg,
Ladylike,OrgasmWaitExcite,2,H5_00920.ogg,H5_00932.ogg,
Ladylike,OrgasmWaitExcite,2,H5_adult_55799.ogg,H5_adult_55811.ogg,
Ladylike,OrgasmWaitExcite,3,H5_00921.ogg,H5_00933.ogg,
Ladylike,OrgasmWaitExcite,3,H5_adult_55800.ogg,H5_adult_55812.ogg,
Ladylike,OrgasmWaitHoushi,0,H5_00922.ogg,H5_00934.ogg,
Ladylike,OrgasmWaitHoushi,0,H5_adult_55801.ogg,H5_adult_55813.ogg,
Ladylike,OrgasmWaitHoushi,1,H5_00922.ogg,H5_00934.ogg,
Ladylike,OrgasmWaitHoushi,1,H5_adult_55801.ogg,H5_adult_55813.ogg,
Ladylike,OrgasmWaitHoushi,2,H5_00923.ogg,H5_00935.ogg,
Ladylike,OrgasmWaitHoushi,2,H5_adult_55802.ogg,H5_adult_55814.ogg,
Ladylike,OrgasmWaitHoushi,3,H5_00924.ogg,H5_00936.ogg,
Ladylike,OrgasmWaitHoushi,3,H5_adult_55803.ogg,H5_adult_55766.ogg,
Secretary,OrgasmWait,0,H6_00482.ogg,H6_00497.ogg,
Secretary,OrgasmWait,0,H6_adult_56219.ogg,H6_adult_56234.ogg,
Secretary,OrgasmWait,1,H6_00482.ogg,H6_00497.ogg,
Secretary,OrgasmWait,1,H6_adult_56219.ogg,H6_adult_56234.ogg,
Secretary,OrgasmWait,2,H6_00483.ogg,H6_00498.ogg,
Secretary,OrgasmWait,2,H6_adult_56220.ogg,H6_adult_56235.ogg,
Secretary,OrgasmWait,3,H6_00484.ogg,H6_00499.ogg,
Secretary,OrgasmWait,3,H6_adult_56221.ogg,H6_adult_56236.ogg,
Secretary,OrgasmWaitExcite,0,H6_00485.ogg,H6_00497.ogg,
Secretary,OrgasmWaitExcite,0,H6_adult_56222.ogg,H6_adult_56234.ogg,
Secretary,OrgasmWaitExcite,1,H6_00485.ogg,H6_00497.ogg,
Secretary,OrgasmWaitExcite,1,H6_adult_56222.ogg,H6_adult_56234.ogg,
Secretary,OrgasmWaitExcite,2,H6_00486.ogg,H6_00498.ogg,
Secretary,OrgasmWaitExcite,2,H6_adult_56223.ogg,H6_adult_56235.ogg,
Secretary,OrgasmWaitExcite,3,H6_00487.ogg,H6_00499.ogg,
Secretary,OrgasmWaitExcite,3,H6_adult_56224.ogg,H6_adult_56236.ogg,
Secretary,OrgasmWaitHoushi,0,H6_00488.ogg,H6_00500.ogg,
Secretary,OrgasmWaitHoushi,0,H6_adult_56225.ogg,H6_adult_56237.ogg,
