SexPosID,Label,Type,SemenPattern1,SemenPattern2,SemenPattern3,SemenTarget1,SemenTarget2,SemenTarget3,VoiceLabel1,VoiceLabel2,WaitLabel1,WaitLabel2,OrgasmType,dummy
59,*初々しい射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
59,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
60,*挿入,Insert,,,,,,,Insert,,,,,
60,*待機,Waiting,,,,,,,Waiting,,,,,
60,*初々しい射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
60,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
61,*挿入,Insert,,,,,,,Insert,,,,,
61,*待機,Waiting,,,,,,,Waiting,,,,,
61,*初々しい射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,,,
61,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
62,*挿入,Insert,,,,,,,Insert,,,,,
62,*待機,Waiting,,,,,,,Waiting,,,,,
62,*射精外,Orgasm,Ass,,,Maid1,,,Piston,,OrgasmWait,,,
62,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
63,*挿入,Insert,,,,,,,Insert,,,,,
63,*待機,Waiting,,,,,,,Waiting,,,,,
63,*射精外,Orgasm,Ass,,,Maid1,,,Piston,,OrgasmWait,,,
63,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,,,
64,*挿入,Insert,,,,,,,InsertMouth,,,,,
64,*待機,Waiting,,,,,,,Waiting,,,,,
64,*初々しい射精外,Orgasm,Belly,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
64,*初々しい射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
65,*挿入,Insert,,,,,,,InsertMouth,,,,,
65,*待機,Waiting,,,,,,,Waiting,,,,,
65,*射精外,Orgasm,Belly,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
65,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
66,*挿入,Insert,,,,,,,Insert,,,,,
66,*待機,Waiting,,,,,,,Waiting,,,,,
66,*初々しい射精外,Orgasm,Belly,Belly,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
66,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
67,*挿入,Insert,,,,,,,Insert,,,,,
67,*待機,Waiting,,,,,,,Waiting,,,,,
67,*初々しい射精外,Orgasm,Belly,Back,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
67,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
68,*挿入,Insert,,,,,,,Insert,,,,,
68,*待機,Waiting,,,,,,,Waiting,,,,,
68,*初々しい射精外,Orgasm,Belly,Back,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
68,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
100,*待機,Waiting,,,,,,,Waiting,,,,,
100,*射精外,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
101,*待機,Waiting,,,,,,,Waiting,,,,,
101,*射精外,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
101,*手コキオナニー絶頂,Orgasm,Face,,,Maid1,,,Aibu,,OrgasmWait,,,
102,*待機,Waiting,,,,,,,Waiting,,,,,
102,*顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
102,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
102,*オナニー顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWait,,,
102,*オナニー口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWait,,,
103,*待機,Waiting,,,,,,,Waiting,,,,,
103,*顔射,Orgasm,Face,,,Maid1,,,Houshi,,OrgasmWaitHoushi,,,
104,*待機,Waiting,,,,,,,Waiting,,,,,
104,*顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
104,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
105,*待機,Waiting,,,,,,,Waiting,,,,,
105,*顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
105,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
105,*精液飲み,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
106,*待機,Waiting,,,,,,,Waiting,,,,,
106,*挿入,Insert,,,,,,,InsertMouth,,,,,
106,*顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,,,
106,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
107,*待機,Waiting,,,,,,,Waiting,,,,,
107,*絶頂,Orgasm,None,,,,,,Aibu,,OrgasmWaitExcite,,,
108,*待機,Waiting,,,,,,,Waiting,,,,,
108,*顔射,Orgasm,Face,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
108,*口内射精,Orgasm,Mouth,Face,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
108,*男２顔射,Orgasm,Face,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
108,*男２口内射精,Orgasm,Face,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
109,*挿入,Insert,,,,,,,Insert,,,,,
109,*待機,Waiting,,,,,,,Waiting,,,,,
109,*射精外,Orgasm,Belly,,,Maid1,,,DoublePenetration,,OrgasmWaitExcite,,,
109,*射精中,Orgasm,Vagina,,,Maid1,,,DoublePenetration,,OrgasmWaitExcite,,,
110,*挿入,Insert,,,,,,,Insert,,,,,
110,*待機,Waiting,,,,,,,Waiting,,,,,
110,*射精外,Orgasm,Belly,,,Maid1,,,DoublePenetration,,OrgasmWaitExcite,,,
110,*射精中,Orgasm,Vagina,,,Maid1,,,DoublePenetration,,OrgasmWaitExcite,,,
111,*挿入,Insert,,,,,,,Insert,,,,,
111,*待機,Waiting,,,,,,,Waiting,,,,,
111,*射精外,Orgasm,Back,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
111,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
112,*挿入,Insert,,,,,,,Insert,,,,,
112,*待機,Waiting,,,,,,,Waiting,,,,,
112,*射精外,Orgasm,Back,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
112,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
113,*挿入,Insert,,,,,,,Insert,,,,,
113,*待機,Waiting,,,,,,,Waiting,,,,,
113,*初々しい射精外,Orgasm,Belly,,,Maid1,,,DoublePenetration,,OrgasmWaitExcite,,,
113,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,DoublePenetration,,OrgasmWaitExcite,,,
114,*挿入,Insert,,,,,,,Insert,,,,,
114,*待機,Waiting,,,,,,,Waiting,,,,,
114,*初々しい射精外,Orgasm,Belly,,,Maid1,,,DoublePenetration,,OrgasmWaitExcite,,,
114,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,DoublePenetration,,OrgasmWaitExcite,,,
115,*挿入,Insert,,,,,,,InsertMouth,,,,,
115,*待機,Waiting,,,,,,,Waiting,,,,,
115,*初々しい射精外,Orgasm,Back,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
115,*初々しい射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
116,*挿入,Insert,,,,,,,InsertMouth,,,,,
116,*待機,Waiting,,,,,,,Waiting,,,,,
116,*射精外,Orgasm,Back,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
116,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
117,*挿入,Insert,,,,,,,InsertMouth,,,,,
117,*待機,Waiting,,,,,,,Waiting,,,,,
117,*射精外,Orgasm,Ass,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
117,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
118,*挿入,Insert,,,,,,,InsertMouth,,,,,
118,*待機,Waiting,,,,,,,Waiting,,,,,
118,*射精外,Orgasm,Ass,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
118,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
119,*挿入,Insert,,,,,,,Insert,,,,,
119,*待機,Waiting,,,,,,,Waiting,,,,,
119,*射精外,Orgasm,Ass,Belly,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
119,*射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
120,*挿入,Insert,,,,,,,Insert,Insert,,,,
120,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
120,*絶頂,Orgasm,Vagina,Vagina,,Maid1,Maid2,,Houshi,Houshi,OrgasmWait,OrgasmWait,,
121,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
121,*右顔射,Orgasm,Face,,,Maid1,,,FellatioFace,,OrgasmWaitHoushi,OrgasmWait,,
121,*右口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,OrgasmWait,,
121,*左顔射,Orgasm,Face,,,Maid2,,,,FellatioFace,OrgasmWait,OrgasmWaitHoushi,,
121,*左口内射精,Orgasm,Mouth,,,Maid2,,,,Fellatio,OrgasmWait,OrgasmWaitHoushi,,
122,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
122,*挿入,Insert,,,,,,,Insert,Waiting,,,,
122,*射精外,Orgasm,Ass,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
122,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
123,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
123,*挿入,Insert,,,,,,,Insert,Waiting,,,,
123,*射精外,Orgasm,Ass,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
123,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
124,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
124,*挿入,Insert,,,,,,,Insert,Waiting,,,,
124,*射精外,Orgasm,Belly,,,Maid1,,,Fellatio,Aibu,OrgasmWaitHoushi,OrgasmWait,,
124,*射精中,Orgasm,Vagina,,,Maid1,,,Fellatio,Aibu,OrgasmWaitHoushi,OrgasmWait,,
125,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
125,*挿入,Insert,,,,,,,Insert,Waiting,,,,
125,*射精外,Orgasm,Belly,,,Maid1,,,Fellatio,Aibu,OrgasmWaitHoushi,OrgasmWait,,
125,*射精中,Orgasm,Vagina,,,Maid1,,,Fellatio,Aibu,OrgasmWaitHoushi,OrgasmWait,,
126,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
