Personality,MotionType,ExcitementLevel,Normal,Estrus,dummy
Pure,PistonCry,1,S2_adult_54345.ogg,S2_adult_54553.ogg,
Pure,PistonCry,2,S2_01162.ogg,S2_104165.ogg,
Pure,PistonCry,2,S2_01163.ogg,S2_104166.ogg,
Pure,PistonCry,2,S2_adult_54346.ogg,S2_adult_54554.ogg,
Pure,PistonCry,2,S2_adult_54347.ogg,S2_adult_54555.ogg,
Pure,PistonCry,3,S2_01164.ogg,S2_104167.ogg,
Pure,PistonCry,3,S2_01165.ogg,S2_104168.ogg,
Pure,PistonCry,3,S2_adult_54348.ogg,S2_adult_54556.ogg,
Pure,PistonCry,3,S2_adult_54349.ogg,S2_adult_54557.ogg,
Pure,SMSubmission,0,S2_01238.ogg,S2_01238.ogg,
Pure,SMSubmission,0,S2_01239.ogg,S2_01239.ogg,
Pure,SMSubmission,0,S2_adult_54454.ogg,S2_adult_54454.ogg,
Pure,SMSubmission,0,S2_adult_54455.ogg,S2_adult_54455.ogg,
Pure,SMSubmission,1,S2_01240.ogg,S2_01240.ogg,
Pure,SMSubmission,1,S2_01241.ogg,S2_01241.ogg,
Pure,SMSubmission,1,S2_adult_54456.ogg,S2_adult_54456.ogg,
Pure,SMSubmission,1,S2_adult_54457.ogg,S2_adult_54457.ogg,
Pure,SMSubmission,2,S2_01242.ogg,S2_01242.ogg,
Pure,SMSubmission,2,S2_01243.ogg,S2_01243.ogg,
Pure,SMSubmission,2,S2_adult_54458.ogg,S2_adult_54458.ogg,
Pure,SMSubmission,2,S2_adult_54459.ogg,S2_adult_54459.ogg,
Pure,SMSubmission,3,S2_01244.ogg,S2_01244.ogg,
Pure,SMSubmission,3,S2_01245.ogg,S2_01245.ogg,
Pure,SMSubmission,3,S2_adult_54460.ogg,S2_adult_54460.ogg,
Pure,SMSubmission,3,S2_adult_54461.ogg,S2_adult_54461.ogg,
Pure,FellatioDrunk,0,S2_01262.ogg,S2_104185.ogg,
Pure,FellatioDrunk,0,S2_01263.ogg,S2_104186.ogg,
Pure,FellatioDrunk,0,S2_adult_54486.ogg,S2_adult_54574.ogg,
Pure,FellatioDrunk,0,S2_adult_54487.ogg,S2_adult_54575.ogg,
Pure,FellatioDrunk,1,S2_01264.ogg,S2_104187.ogg,
Pure,FellatioDrunk,1,S2_01265.ogg,S2_104188.ogg,
Pure,FellatioDrunk,1,S2_adult_54488.ogg,S2_adult_54576.ogg,
Pure,FellatioDrunk,1,S2_adult_54489.ogg,S2_adult_54577.ogg,
Pure,FellatioDrunk,2,S2_01266.ogg,S2_104189.ogg,
Pure,FellatioDrunk,2,S2_01267.ogg,S2_104190.ogg,
Pure,FellatioDrunk,2,S2_adult_54490.ogg,S2_adult_54578.ogg,
Pure,FellatioDrunk,2,S2_adult_54491.ogg,S2_adult_54579.ogg,
Pure,FellatioDrunk,3,S2_01268.ogg,S2_104191.ogg,
Pure,FellatioDrunk,3,S2_01269.ogg,S2_104192.ogg,
Pure,FellatioDrunk,3,S2_adult_54492.ogg,S2_adult_54580.ogg,
Pure,FellatioDrunk,3,S2_adult_54493.ogg,S2_adult_54581.ogg,
Pure,Waiting,0,S2_01230.ogg,S2_104169.ogg,
Pure,Waiting,0,S2_01231.ogg,S2_104170.ogg,
Pure,Waiting,1,S2_01232.ogg,S2_104171.ogg,
Pure,Waiting,1,S2_01233.ogg,S2_104172.ogg,
Pure,Waiting,2,S2_01234.ogg,S2_104173.ogg,
Pure,Waiting,2,S2_01235.ogg,S2_104174.ogg,
Pure,Waiting,3,S2_01236.ogg,S2_104175.ogg,
Pure,Waiting,3,S2_01237.ogg,S2_104176.ogg,
