SexPosID,DisplayName,MotionFile,GroupType,IsActive,Order,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,P110,P120,P130,P140,P150,P160,P170,P180,P190,P200,P210,P220,P230,IsDialogueAllowed,IsChoosable,IsBGGroupUse,Phase,MaidIndex,ManIndex,dummy
117,【二人きり】セックス腕持ち後背位,sex_OM_udemoti_kouhaii.ks,MF,TRUE,205,45510,45510,45510,45510,45510,45510,45510,30510,30510,30510,30510,30510,30510,45510,45510,30510,45510,45510,61510,61510,45510,45510,91510,FALSE,TRUE,TRUE,2,0,0,
118,【二人きり】アナルセックス腕持ち後背位,sex_OM_udemoti_kouhaiiA.ks,MF,TRUE,206,45520,45520,45520,45520,45520,45520,45520,30520,30520,30520,30520,30520,30520,45520,45520,30520,45520,45520,61520,61520,45520,45520,91520,FALSE,TRUE,TRUE,2,0,0,
119,【二人きり】セックス背面騎乗位B,sex_OM_haimen_kijyoui.ks,MF,TRUE,309,45530,45530,45530,45530,45530,45530,45530,30530,30530,30530,30530,30530,30530,45530,45530,30530,45530,45530,61530,61530,45530,45530,91530,FALSE,TRUE,TRUE,2,0,0,
120,【二人きり】アナルセックス背面騎乗位B,sex_OM_haimen_kijyouiA.ks,MF,TRUE,310,45540,45540,45540,45540,45540,45540,45540,30540,30540,30540,30540,30540,30540,45540,45540,30540,45540,45540,61540,61540,45540,45540,91540,FALSE,TRUE,TRUE,2,0,0,
121,【二人きり】寝バックA,sex_OM_utubuse_kouhaii.ks,MF,TRUE,701,45550,45550,45550,45550,45550,45550,45550,30550,30550,30550,30550,30550,30550,45550,45550,30550,45550,45550,61550,61550,45550,45550,91550,FALSE,TRUE,TRUE,2,0,0,
122,【二人きり】アナル寝バックA,sex_OM_utubuse_kouhaiiA.ks,MF,TRUE,702,45560,45560,45560,45560,45560,45560,45560,30560,30560,30560,30560,30560,30560,45560,45560,30560,45560,45560,61560,61560,45560,45560,91560,FALSE,TRUE,TRUE,2,0,0,
123,【二人きり】まんぐりセックス,sex_OM_manguri2.ks,MF,TRUE,703,45580,45580,45580,45580,45580,45580,45580,30580,30580,30580,30580,30580,30580,45580,45580,30580,45580,45580,61580,61580,45580,45580,91580,FALSE,TRUE,TRUE,2,0,0,
124,【二人きり】まんぐりアナルセックス,sex_OM_manguri2A.ks,MF,TRUE,704,45590,45590,45590,45590,45590,45590,45590,30590,30590,30590,30590,30590,30590,45590,45590,30590,45590,45590,61590,61590,45590,45590,91590,FALSE,TRUE,TRUE,2,0,0,
125,【二人きり】セックス開脚側位,sex_sokui3.ks,MF,TRUE,403,45660,45660,45660,45660,45660,45660,45660,30660,30660,30660,30660,30660,30660,45660,45660,30660,45660,45660,61660,61660,45660,45660,91660,FALSE,TRUE,TRUE,2,0,0,
126,【二人きり】アナルセックス開脚側位,sex_sokui3A.ks,MF,TRUE,404,45670,45670,45670,45670,45670,45670,45670,30670,30670,30670,30670,30670,30670,45670,45670,30670,45670,45670,61670,61670,45670,45670,91670,FALSE,TRUE,TRUE,2,0,0,
127,【二人きり】立位,sex_ritui2.ks,MF,TRUE,601,45820,45820,45820,45820,45820,45820,45820,30820,30820,30820,30820,30820,30820,45820,45820,30820,45820,45820,61820,61820,45820,45820,91820,FALSE,TRUE,TRUE,2,0,0,
128,【二人きり】アナル立位,sex_ritui2A.ks,MF,TRUE,602,45830,45830,45830,45830,45830,45830,45830,30830,30830,30830,30830,30830,30830,45830,45830,30830,45830,45830,61830,61830,45830,45830,91830,FALSE,TRUE,TRUE,2,0,0,
129,【二人きり】セックス見つめ合い対面座位A,sex_OM_taimenzai.ks,MF,TRUE,501,45850,45850,45850,45850,45850,45850,45850,30850,30850,30850,30850,30850,30850,45850,45850,30850,45850,45850,61850,61850,45850,45850,91850,FALSE,TRUE,TRUE,2,0,0,
130,【二人きり】アナルセックス見つめ合い対面座位A,sex_OM_taimenzaiA.ks,MF,TRUE,502,45860,45860,45860,45860,45860,45860,45860,30860,30860,30860,30860,30860,30860,45860,45860,30860,45860,45860,61860,61860,45860,45860,91860,FALSE,TRUE,TRUE,2,0,0,
131,【二人きり】セックス手繋ぎ対面騎乗位,sex_tetunagi_kijyoui.ks,MF,TRUE,307,45890,45890,45890,45890,45890,45890,45890,30890,30890,30890,30890,30890,30890,45890,45890,30890,45890,45890,61890,61890,45890,45890,91890,FALSE,TRUE,TRUE,2,0,0,
132,【二人きり】アナルセックス手繋ぎ対面騎乗位,sex_tetunagi_kijyouiA.ks,MF,TRUE,308,45900,45900,45900,45900,45900,45900,45900,30900,30900,30900,30900,30900,30900,45900,45900,30900,45900,45900,61900,61900,45900,45900,91900,FALSE,TRUE,TRUE,2,0,0,
133,【二人きり】膝立ちセックス後背位,sex_hizadati_sex_kouhaii.ks,MF,TRUE,207,46080,46080,46080,46080,46080,46080,46080,31080,31080,31080,31080,31080,31080,46080,46080,31080,46080,46080,62080,62080,46080,46080,92080,FALSE,TRUE,TRUE,2,0,0,
134,【二人きり】膝立ちアナルセックス後背位,sex_hizadati_sex_kouhaiiA.ks,MF,TRUE,208,46090,46090,46090,46090,46090,46090,46090,31090,31090,31090,31090,31090,31090,46090,46090,31090,46090,46090,62090,62090,46090,46090,92090,FALSE,TRUE,TRUE,2,0,0,
135,【二人きり】ディープ正常位,sex_deep_seijyoui.ks,MF,TRUE,107,46100,46100,46100,46100,46100,46100,46100,31100,31100,31100,31100,31100,31100,46100,46100,31100,46100,46100,62100,62100,46100,46100,92100,FALSE,TRUE,TRUE,2,0,0,
136,【二人きり】ディープアナル正常位,sex_deep_seijyouiA.ks,MF,TRUE,108,46110,46110,46110,46110,46110,46110,46110,31110,31110,31110,31110,31110,31110,46110,46110,31110,46110,46110,62110,62110,46110,46110,92110,FALSE,TRUE,TRUE,2,0,0,
137,【二人きり】セックス開脚背面立位,sex_misetuke_haimenritui.ks,MF,TRUE,603,46470,46470,46470,46470,46470,46470,46470,31470,31470,31470,31470,31470,31470,46470,46470,31470,46470,46470,62470,62470,46470,46470,92470,FALSE,TRUE,TRUE,2,0,0,
138,【二人きり】アナルセックス開脚背面立位,sex_misetuke_haimenrituiA.ks,MF,TRUE,604,46480,46480,46480,46480,46480,46480,46480,31480,31480,31480,31480,31480,31480,46480,46480,31480,46480,46480,62480,62480,46480,46480,92480,FALSE,TRUE,TRUE,2,0,0,
139,【二人きり】手つなぎ正常位,sex_tetunagi_seijyoui.ks,MF,TRUE,109,46610,46610,46610,46610,46610,46610,46610,31610,31610,31610,31610,31610,31610,46610,46610,31610,46610,46610,62610,62610,46610,46610,92610,FALSE,TRUE,TRUE,2,0,0,
140,【二人きり】手つなぎアナル正常位,sex_tetunagi_seijyouiA.ks,MF,TRUE,110,46620,46620,46620,46620,46620,46620,46620,31620,31620,31620,31620,31620,31620,46620,46620,31620,46620,46620,62620,62620,46620,46620,92620,FALSE,TRUE,TRUE,2,0,0,
141,【二人きり】背面駅弁,sex_OM_haimenekiben.ks,MF,TRUE,707,45350,45350,45350,45350,45350,45350,45350,30350,30350,30350,30350,30350,30350,45350,45350,30350,45350,45350,61350,61350,45350,45350,91350,FALSE,TRUE,TRUE,2,0,0,
142,【二人きり】背面アナル駅弁,sex_OM_haimenekibenA.ks,MF,TRUE,708,45360,45360,45360,45360,45360,45360,45360,30360,30360,30360,30360,30360,30360,45360,45360,30360,45360,45360,61360,61360,45360,45360,91360,FALSE,TRUE,TRUE,2,0,0,
143,【二人きり】抱え込み座位,sex_kakaekomizai.ks,MF,TRUE,503,45370,45370,45370,45370,45370,45370,45370,30370,30370,30370,30370,30370,30370,45370,45370,30370,45370,45370,61370,61370,45370,45370,91370,FALSE,TRUE,TRUE,2,0,0,
144,【二人きり】抱え込みアナル座位,sex_kakaekomizaiA.ks,MF,TRUE,504,45380,45380,45380,45380,45380,45380,45380,30380,30380,30380,30380,30380,30380,45380,45380,30380,45380,45380,61380,61380,45380,45380,91380,FALSE,TRUE,TRUE,2,0,0,
145,【二人きり】ブリッジセックス正常位,sex_bg_seijyoui.ks,MF,TRUE,111,45720,45720,45720,45720,45720,45720,45720,30720,30720,30720,30720,30720,30720,45720,45720,30720,45720,45720,61720,61720,45720,45720,91720,FALSE,TRUE,TRUE,2,0,0,
146,【二人きり】ブリッジアナルセックス正常位,sex_bg_seijyouiA.ks,MF,TRUE,112,45730,45730,45730,45730,45730,45730,45730,30730,30730,30730,30730,30730,30730,45730,45730,30730,45730,45730,61730,61730,45730,45730,91730,FALSE,TRUE,TRUE,2,0,0,
147,【二人きり】犬後背位セックス,sex_inu_kouhaii.ks,MF,TRUE,211,46020,46020,46020,46020,46020,46020,46020,31020,31020,31020,31020,31020,31020,46020,46020,31020,46020,46020,62020,62020,46020,46020,92020,FALSE,TRUE,TRUE,2,0,0,
148,【二人きり】犬後背位アナルセックス,sex_inu_kouhaiiA.ks,MF,TRUE,212,46030,46030,46030,46030,46030,46030,46030,31030,31030,31030,31030,31030,31030,46030,46030,31030,46030,46030,62030,62030,46030,46030,92030,FALSE,TRUE,TRUE,2,0,0,
149,【二人きり】セックス密着騎乗位,sex_mittyaku_kijyoui.ks,MF,TRUE,305,46310,46310,46310,46310,46310,46310,46310,31310,31310,31310,31310,31310,31310,46310,46310,31310,46310,46310,62310,62310,46310,46310,92310,FALSE,TRUE,TRUE,2,0,0,
150,【二人きり】アナルセックス密着騎乗位,sex_mittyaku_kijyouiA.ks,MF,TRUE,306,46320,46320,46320,46320,46320,46320,46320,31320,31320,31320,31320,31320,31320,46320,46320,31320,46320,46320,62320,62320,46320,46320,92320,FALSE,TRUE,TRUE,2,0,0,
151,【二人きり】松葉崩しセックス,sex_OM_M_matuba.ks,MF,TRUE,705,45390,45390,45390,45390,45390,45390,45390,30390,30390,30390,30390,30390,30390,45390,45390,30390,45390,45390,61390,61390,45390,45390,91390,FALSE,TRUE,TRUE,2,0,0,
152,【二人きり】松葉崩しアナルセックス,sex_OM_M_matubaA.ks,MF,TRUE,706,45400,45400,45400,45400,45400,45400,45400,30400,30400,30400,30400,30400,30400,45400,45400,30400,45400,45400,61400,61400,45400,45400,91400,FALSE,TRUE,TRUE,2,0,0,
153,【二人きり】腕持ち立ち後背位,sex_udemoti_tati_kouhaii.ks,MF,TRUE,209,46370,46370,46370,46370,46370,46370,46370,31370,31370,31370,31370,31370,31370,46370,46370,31370,46370,46370,62370,62370,46370,46370,92370,FALSE,TRUE,TRUE,2,0,0,
154,【二人きり】腕持ちアナル立ち後背位,sex_udemoti_tati_kouhaiiA.ks,MF,TRUE,210,46380,46380,46380,46380,46380,46380,46380,31380,31380,31380,31380,31380,31380,46380,46380,31380,46380,46380,62380,62380,46380,46380,92380,FALSE,TRUE,TRUE,2,0,0,
155,【二人きり】押さえつけセックス正常位,sex_osaetuke_seijyoui.ks,MF,TRUE,113,46410,46410,46410,46410,46410,46410,46410,31410,31410,31410,31410,31410,31410,46410,46410,31410,46410,46410,62410,62410,46410,46410,92410,FALSE,TRUE,TRUE,2,0,0,
156,【二人きり】押さえつけアナルセックス正常位,sex_osaetuke_seijyouiA.ks,MF,TRUE,114,46420,46420,46420,46420,46420,46420,46420,31420,31420,31420,31420,31420,31420,46420,46420,31420,46420,46420,62420,62420,46420,46420,92420,FALSE,TRUE,TRUE,2,0,0,
157,【二人きり】開脚セックス正常位,sex_kaikyaku_seijyoui.ks,MF,TRUE,115,46430,46430,46430,46430,46430,46430,46430,31430,31430,31430,31430,31430,31430,46430,46430,31430,46430,46430,62430,62430,46430,46430,92430,FALSE,TRUE,TRUE,2,0,0,
158,【二人きり】開脚アナルセックス正常位,sex_kaikyaku_seijyouiA.ks,MF,TRUE,116,46440,46440,46440,46440,46440,46440,46440,31440,31440,31440,31440,31440,31440,46440,46440,31440,46440,46440,62440,62440,46440,46440,92440,FALSE,TRUE,TRUE,2,0,0,
