SexPosID,DisplayName,MotionFile,GroupType,IsActive,Order,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,P110,P120,P130,P140,P150,P160,P170,P180,P190,P200,P210,P220,P230,IsDialogueAllowed,IsChoosable,IsBGGroupUse,Phase,MaidIndex,ManIndex,dummy
117,パイズリ,sex_paizuri.ks,MF,TRUE,117,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,,500,500,,FALSE,TRUE,FALSE,2,0,0,
118,パイズリフェラ,sex_paizuri_fera.ks,MF,TRUE,118,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,,,530,530,,FALSE,TRUE,FALSE,2,0,0,
119,手コキ,sex_OM_tekoki.ks,MF,TRUE,119,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,,,470,470,,FALSE,TRUE,FALSE,2,0,0,
120,手コキオナニー,sex_OM_tekoki.ks,MF,TRUE,120,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,,,360,360,,FALSE,TRUE,FALSE,2,0,0,
121,乱交愛撫,sex_OM_ran3p_aibu.ks,MMF,TRUE,121,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,,,830,830,,FALSE,TRUE,FALSE,2,0,0;1,
122,乱交奉仕,sex_ran3p_housi.ks,MMF,TRUE,122,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,,,840,840,,FALSE,TRUE,FALSE,2,0,0;1,
123,乱交3Pセックス正常位,sex_ran3p_seijyoui_kuti.ks,MMF,TRUE,123,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,,,850,850,,FALSE,TRUE,FALSE,2,0,0;1,
124,乱交3P2穴セックス,sex_ran3p_2ana.ks,MMF,TRUE,124,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,,,870,870,,FALSE,TRUE,FALSE,2,0,0;1,
125,乱交3P腕持ち後背位,sex_ran3p_udemoti_kouhaii_fera.ks,MMF,TRUE,125,85300,85300,85300,85300,85300,85300,85300,84200,84200,84200,84260,85300,84260,84260,84260,84260,84260,84260,,,85300,85300,,FALSE,TRUE,FALSE,2,0,0;1,
126,乱交3P両穴駅弁,sex_ran3p_ekiben.ks,MMF,TRUE,126,85320,85320,85320,85320,85320,85320,85320,84220,84220,84220,84280,85320,84280,84280,84280,84280,84280,84280,,,85320,85320,,FALSE,TRUE,FALSE,2,0,0;1,
127,乱交3P2穴抱え正常位,sex_ran3p_2ana_kakae_sex.ks,MMF,TRUE,127,58000,58000,58000,58000,58000,58000,58000,43000,43000,43000,43000,43000,43000,58000,58000,43000,58000,58000,,,58000,58000,,FALSE,TRUE,FALSE,2,0,0;1,
128,乱交3P腕持ち2穴セックス,sex_ran3p_ude_2ana.ks,MMF,TRUE,128,58020,58020,58020,58020,58020,58020,58020,43020,43020,43020,43020,43020,43020,58020,58020,43020,58020,58020,,,58020,58020,,FALSE,TRUE,FALSE,2,0,0;1,
129,膝立ちセックス後背位,sex_hizadati_sex_kouhaii.ks,MF,TRUE,129,46080,46080,46080,46080,46080,46080,46080,31080,31080,31080,31080,31080,31080,46080,46080,31080,46080,46080,,,46080,46080,,FALSE,TRUE,FALSE,2,0,0,
130,愛撫,sex_OM_aibu.ks,MF,TRUE,130,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,30,30,,FALSE,TRUE,FALSE,2,0,0,
131,立ち愛撫,sex_tati_aibu.ks,MF,TRUE,131,46070,46070,46070,46070,46070,46070,46070,31070,31070,31070,31070,31070,31070,46070,46070,31070,46070,46070,,,46070,46070,,FALSE,TRUE,FALSE,2,0,0,
132,拘束背面騎乗位B,sex_kousoku_haimen_kijyoui.ks,MF,TRUE,132,46390,46390,46390,46390,46390,46390,46390,31390,31390,31390,31390,31390,31390,46390,46390,31390,46390,46390,,,46390,46390,,FALSE,TRUE,FALSE,2,0,0,
133,立ちクンニ,sex_OM_tati_kunni.ks,MF,TRUE,133,82600,82600,82600,89100,89100,89100,89100,82600,82600,82600,83800,89100,83800,83800,83800,83800,83800,83800,,,89100,89100,,FALSE,TRUE,FALSE,2,0,0,
134,四つん這いフェラ,sex_yotunbai_fera_vibe.ks,MF,TRUE,134,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,76430,78430,,,88430,104730,,FALSE,TRUE,FALSE,2,0,0,
135,セックス寄り添い側位,sex_OM_yorisoi_sokui.ks,MF,TRUE,135,45490,45490,45490,45490,45490,45490,45490,30490,30490,30490,30490,30490,30490,45490,45490,30490,45490,45490,,,45490,45490,,FALSE,TRUE,FALSE,2,0,0,
136,抱え込み座位,sex_kakaekomizai.ks,MF,TRUE,136,45370,45370,45370,45370,45370,45370,45370,30370,30370,30370,30370,30370,30370,45370,45370,30370,45370,45370,,,45370,45370,,FALSE,TRUE,FALSE,2,0,0,
137,ブリッジセックス正常位,sex_bg_seijyoui.ks,MF,TRUE,137,45720,45720,45720,45720,45720,45720,45720,30720,30720,30720,30720,30720,30720,45720,45720,30720,45720,45720,,,45720,45720,,FALSE,TRUE,FALSE,2,0,0,
