SexPosID,ExcitementLevel,LabelName,VoiceType,VoiceType2,LabelGroupID
104,2,*激しさ２,Piston,,15
104,3,*激しさ３,Piston,,15
104,0,*激しさ１胸揉み,Piston,,16
104,1,*激しさ１胸揉み,Piston,,16
104,2,*激しさ２胸揉み,Piston,,16
104,3,*激しさ３胸揉み,Piston,,16
105,0,*激しさ１,Piston,,17
105,1,*激しさ１,Piston,,17
105,2,*激しさ２,Piston,,17
105,3,*激しさ３,Piston,,17
105,0,*激しさ１胸揉み２,Piston,,18
105,1,*激しさ１胸揉み２,Piston,,18
105,2,*激しさ２胸揉み２,Piston,,18
105,3,*激しさ３胸揉み２,Piston,,18
106,0,*激しさ１,Piston,,19
106,1,*激しさ１,Piston,,19
106,2,*激しさ２,Piston,,19
106,3,*激しさ３,Piston,,19
106,0,*激しさ１胸揉み２,Piston,,20
106,1,*激しさ１胸揉み２,Piston,,20
106,2,*激しさ２胸揉み２,Piston,,20
106,3,*激しさ３胸揉み２,Piston,,20
107,0,*抱き付き激しさ１,Piston,,21
107,1,*抱き付き激しさ１,Piston,,21
107,2,*抱き付き激しさ２,Piston,,21
107,3,*抱き付き激しさ３,Piston,,21
107,0,*激しさ１胸揉み,Piston,,22
107,1,*激しさ１胸揉み,Piston,,22
107,2,*激しさ２胸揉み,Piston,,22
107,3,*激しさ３胸揉み,Piston,,22
108,0,*抱き付き激しさ１,Piston,,23
108,1,*抱き付き激しさ１,Piston,,23
108,2,*抱き付き激しさ２,Piston,,23
108,3,*抱き付き激しさ３,Piston,,23
108,0,*激しさ１胸揉み,Piston,,24
108,1,*激しさ１胸揉み,Piston,,24
108,2,*激しさ２胸揉み,Piston,,24
108,3,*激しさ３胸揉み,Piston,,24
109,0,*激しさ１抱き付き,Piston,,25
109,1,*激しさ１抱き付き,Piston,,25
109,2,*激しさ２抱き付き,Piston,,25
109,3,*激しさ３抱き付き,Piston,,25
109,0,*激しさ１胸揉み,Piston,,26
109,1,*激しさ１胸揉み,Piston,,26
109,2,*激しさ２胸揉み,Piston,,26
109,3,*激しさ３胸揉み,Piston,,26
110,0,*激しさ１抱き付き,Piston,,27
110,1,*激しさ１抱き付き,Piston,,27
110,2,*激しさ２抱き付き,Piston,,27
110,3,*激しさ３抱き付き,Piston,,27
110,0,*激しさ１胸揉み,Piston,,28
110,1,*激しさ１胸揉み,Piston,,28
110,2,*激しさ２胸揉み,Piston,,28
110,3,*激しさ３胸揉み,Piston,,28
111,0,*激しさ１グラインド,Piston,,29
111,1,*激しさ１グラインド,Piston,,29
111,2,*激しさ２グラインド,Piston,,29
111,3,*激しさ３グラインド,Piston,,29
111,0,*激しさ１胸揉み２,Piston,,30
111,1,*激しさ１胸揉み２,Piston,,30
111,2,*激しさ２胸揉み２,Piston,,30
111,3,*激しさ３胸揉み２,Piston,,30
112,0,*激しさ１グラインド,Piston,,31
112,1,*激しさ１グラインド,Piston,,31
112,2,*激しさ２グラインド,Piston,,31
112,3,*激しさ３グラインド,Piston,,31
112,0,*激しさ１胸揉み２,Piston,,32
112,1,*激しさ１胸揉み２,Piston,,32
112,2,*激しさ２胸揉み２,Piston,,32
112,3,*激しさ３胸揉み２,Piston,,32
113,0,*激しさ１,Piston,,33
113,1,*激しさ１,Piston,,33
113,2,*激しさ２,Piston,,33
113,3,*激しさ３,Piston,,33
113,0,*激しさ１胸揉み,Piston,,34
113,1,*激しさ１胸揉み,Piston,,34
113,2,*激しさ２胸揉み,Piston,,34
113,3,*激しさ３胸揉み,Piston,,34
114,0,*激しさ１,Piston,,35
114,1,*激しさ１,Piston,,35
114,2,*激しさ２,Piston,,35
114,3,*激しさ３,Piston,,35
114,0,*激しさ１胸揉み,Piston,,36
114,1,*激しさ１胸揉み,Piston,,36
114,2,*激しさ２胸揉み,Piston,,36
114,3,*激しさ３胸揉み,Piston,,36
115,0,*激しさ１,Piston,,37
115,1,*激しさ１,Piston,,37
115,2,*激しさ２,Piston,,37
115,3,*激しさ３,Piston,,37
115,0,*激しさ１胸揉み,Piston,,38
115,1,*激しさ１胸揉み,Piston,,38
115,2,*激しさ２胸揉み,Piston,,38
115,3,*激しさ３胸揉み,Piston,,38
116,0,*激しさ１,Piston,,39
116,1,*激しさ１,Piston,,39
116,2,*激しさ２,Piston,,39
116,3,*激しさ３,Piston,,39
116,0,*激しさ１胸揉み,Piston,,40
116,1,*激しさ１胸揉み,Piston,,40
116,2,*激しさ２胸揉み,Piston,,40
116,3,*激しさ３胸揉み,Piston,,40
117,0,*激しさ１,Piston,,41
117,1,*激しさ１,Piston,,41
117,2,*激しさ２,Piston,,41
117,3,*激しさ３,Piston,,41
117,0,*激しさ１胸揉み,Piston,,42
117,1,*激しさ１胸揉み,Piston,,42
117,2,*激しさ２胸揉み,Piston,,42
117,3,*激しさ３胸揉み,Piston,,42
118,0,*激しさ１,Piston,,43
118,1,*激しさ１,Piston,,43
118,2,*激しさ２,Piston,,43
118,3,*激しさ３,Piston,,43
118,0,*激しさ１胸揉み,Piston,,44
118,1,*激しさ１胸揉み,Piston,,44
118,2,*激しさ２胸揉み,Piston,,44
118,3,*激しさ３胸揉み,Piston,,44
119,0,*激しさ１,Piston,,45
119,1,*激しさ１,Piston,,45
119,2,*激しさ２,Piston,,45
119,3,*激しさ３,Piston,,45
120,0,*激しさ１,Piston,,46
120,1,*激しさ１,Piston,,46
120,2,*激しさ２,Piston,,46
120,3,*激しさ３,Piston,,46
121,0,*激しさ１,Piston,,47
121,1,*激しさ１,Piston,,47
121,2,*激しさ２,Piston,,47
121,3,*激しさ３,Piston,,47
121,0,*激しさ１胸揉み,Piston,,48
121,1,*激しさ１胸揉み,Piston,,48
121,2,*激しさ２胸揉み,Piston,,48
121,3,*激しさ３胸揉み,Piston,,48
122,0,*激しさ１,Piston,,49
122,1,*激しさ１,Piston,,49
122,2,*激しさ２,Piston,,49
122,3,*激しさ３,Piston,,49
122,0,*激しさ１胸揉み,Piston,,50
122,1,*激しさ１胸揉み,Piston,,50
122,2,*激しさ２胸揉み,Piston,,50
122,3,*激しさ３胸揉み,Piston,,50
123,0,*激しさ１,Piston,,51
123,1,*激しさ１,Piston,,51
123,2,*激しさ２,Piston,,51
123,3,*激しさ３,Piston,,51
124,0,*激しさ１,Piston,,52
124,1,*激しさ１,Piston,,52
124,2,*激しさ２,Piston,,52
124,3,*激しさ３,Piston,,52
125,0,*激しさ１,Piston,,53
125,1,*激しさ１,Piston,,53
125,2,*激しさ２,Piston,,53
125,3,*激しさ３,Piston,,53
125,0,*激しさ１胸揉み,Piston,,54
125,1,*激しさ１胸揉み,Piston,,54
125,2,*激しさ２胸揉み,Piston,,54
125,3,*激しさ３胸揉み,Piston,,54
126,0,*激しさ１,Piston,,55
126,1,*激しさ１,Piston,,55
126,2,*激しさ２,Piston,,55
126,3,*激しさ３,Piston,,55
126,0,*激しさ１胸揉み,Piston,,56
126,1,*激しさ１胸揉み,Piston,,56
126,2,*激しさ２胸揉み,Piston,,56
126,3,*激しさ３胸揉み,Piston,,56
127,0,*激しさ１,Piston,,57
127,1,*激しさ１,Piston,,57
127,2,*激しさ２,Piston,,57
127,3,*激しさ３,Piston,,57
127,0,*激しさ１胸揉み,Piston,,58
127,1,*激しさ１胸揉み,Piston,,58
127,2,*激しさ２胸揉み,Piston,,58
127,3,*激しさ３胸揉み,Piston,,58
128,0,*激しさ１,Piston,,59
128,1,*激しさ１,Piston,,59
128,2,*激しさ２,Piston,,59
128,3,*激しさ３,Piston,,59
128,0,*激しさ１胸揉み,Piston,,60
128,1,*激しさ１胸揉み,Piston,,60
128,2,*激しさ２胸揉み,Piston,,60
128,3,*激しさ３胸揉み,Piston,,60
129,0,*激しさ１,Piston,,61
129,1,*激しさ１,Piston,,61
129,2,*激しさ２,Piston,,61
129,3,*激しさ３,Piston,,61
129,0,*激しさ１胸揉み,Piston,,62
129,1,*激しさ１胸揉み,Piston,,62
129,2,*激しさ２胸揉み,Piston,,62
129,3,*激しさ３胸揉み,Piston,,62
130,0,*激しさ１,Piston,,63
130,1,*激しさ１,Piston,,63
130,2,*激しさ２,Piston,,63
130,3,*激しさ３,Piston,,63
130,0,*激しさ１胸揉み,Piston,,64
130,1,*激しさ１胸揉み,Piston,,64
130,2,*激しさ２胸揉み,Piston,,64
130,3,*激しさ３胸揉み,Piston,,64
131,0,*激しさ１,Piston,,65
131,1,*激しさ１,Piston,,65
131,2,*激しさ２,Piston,,65
131,3,*激しさ３,Piston,,65
132,0,*激しさ１,Piston,,66
132,1,*激しさ１,Piston,,66
132,2,*激しさ２,Piston,,66
132,3,*激しさ３,Piston,,66
133,0,*激しさ１,Piston,,67
133,1,*激しさ１,Piston,,67
133,2,*激しさ２,Piston,,67
133,3,*激しさ３,Piston,,67
133,0,*激しさ１胸揉み,Piston,,68
133,1,*激しさ１胸揉み,Piston,,68
133,2,*激しさ２胸揉み,Piston,,68
133,3,*激しさ３胸揉み,Piston,,68
134,0,*激しさ１,Piston,,69
134,1,*激しさ１,Piston,,69
134,2,*激しさ２,Piston,,69
134,3,*激しさ３,Piston,,69
134,0,*激しさ１胸揉み,Piston,,70
134,1,*激しさ１胸揉み,Piston,,70
134,2,*激しさ２胸揉み,Piston,,70
134,3,*激しさ３胸揉み,Piston,,70
135,0,*激しさ１,Piston,,71
135,1,*激しさ１,Piston,,71
135,2,*激しさ２,Piston,,71
135,3,*激しさ３,Piston,,71
135,0,*激しさ１胸揉み,Piston,,72
135,1,*激しさ１胸揉み,Piston,,72
135,2,*激しさ２胸揉み,Piston,,72
135,3,*激しさ３胸揉み,Piston,,72
136,0,*激しさ１,Piston,,73
136,1,*激しさ１,Piston,,73
136,2,*激しさ２,Piston,,73
136,3,*激しさ３,Piston,,73
136,0,*激しさ１胸揉み,Piston,,74
136,1,*激しさ１胸揉み,Piston,,74
136,2,*激しさ２胸揉み,Piston,,74
136,3,*激しさ３胸揉み,Piston,,74
137,0,*激しさ１,Piston,,75
137,1,*激しさ１,Piston,,75
137,2,*激しさ２,Piston,,75
137,3,*激しさ３,Piston,,75
137,0,*激しさ１胸揉み,Piston,,76
137,1,*激しさ１胸揉み,Piston,,76
137,2,*激しさ２胸揉み,Piston,,76
137,3,*激しさ３胸揉み,Piston,,76
138,0,*激しさ１,Piston,,77
138,1,*激しさ１,Piston,,77
138,2,*激しさ２,Piston,,77
138,3,*激しさ３,Piston,,77
138,0,*激しさ１胸揉み,Piston,,78
138,1,*激しさ１胸揉み,Piston,,78
138,2,*激しさ２胸揉み,Piston,,78
138,3,*激しさ３胸揉み,Piston,,78
139,0,*激しさ１,Piston,,79
139,1,*激しさ１,Piston,,79
139,2,*激しさ２,Piston,,79
139,3,*激しさ３,Piston,,79
140,0,*激しさ１,Piston,,80
140,1,*激しさ１,Piston,,80
140,2,*激しさ２,Piston,,80
140,3,*激しさ３,Piston,,80
141,0,*激しさ１,Piston,,81
141,1,*激しさ１,Piston,,81
141,2,*激しさ２,Piston,,81
141,3,*激しさ３,Piston,,81
142,0,*激しさ１,Piston,,82
142,1,*激しさ１,Piston,,82
142,2,*激しさ２,Piston,,82
142,3,*激しさ３,Piston,,82
143,0,*激しさ１,Piston,,83
143,1,*激しさ１,Piston,,83
143,2,*激しさ２,Piston,,83
143,3,*激しさ３,Piston,,83
144,0,*激しさ１,Piston,,84
144,1,*激しさ１,Piston,,84
144,2,*激しさ２,Piston,,84
144,3,*激しさ３,Piston,,84
145,0,*激しさ１,Pain,,85
145,1,*激しさ１,Pain,,85
145,2,*激しさ２,Pain,,85
145,3,*激しさ３,Pain,,85
145,0,*激しさ１胸揉み,Piston,,86
145,1,*激しさ１胸揉み,Piston,,86
145,2,*激しさ２胸揉み,Piston,,86
145,3,*激しさ３胸揉み,Piston,,86
146,0,*激しさ１,Pain,,87
146,1,*激しさ１,Pain,,87
146,2,*激しさ２,Pain,,87
146,3,*激しさ３,Pain,,87
146,0,*激しさ１胸揉み,Piston,,88
146,1,*激しさ１胸揉み,Piston,,88
146,2,*激しさ２胸揉み,Piston,,88
146,3,*激しさ３胸揉み,Piston,,88
147,0,*激しさ１,Piston,,89
147,1,*激しさ１,Piston,,89
147,2,*激しさ２,Piston,,89
147,3,*激しさ３,Piston,,89
147,0,*激しさ１胸揉み,Piston,,90
147,1,*激しさ１胸揉み,Piston,,90
147,2,*激しさ２胸揉み,Piston,,90
147,3,*激しさ３胸揉み,Piston,,90
148,0,*激しさ１,Piston,,91
148,1,*激しさ１,Piston,,91
148,2,*激しさ２,Piston,,91
148,3,*激しさ３,Piston,,91
148,0,*激しさ１胸揉み,Piston,,92
148,1,*激しさ１胸揉み,Piston,,92
148,2,*激しさ２胸揉み,Piston,,92
148,3,*激しさ３胸揉み,Piston,,92
149,0,*激しさ１,Piston,,93
149,1,*激しさ１,Piston,,93
149,2,*激しさ２,Piston,,93
149,3,*激しさ３,Piston,,93
149,0,*激しさ１胸揉み,Piston,,94
149,1,*激しさ１胸揉み,Piston,,94
149,2,*激しさ２胸揉み,Piston,,94
149,3,*激しさ３胸揉み,Piston,,94
150,0,*激しさ１,Piston,,95
150,1,*激しさ１,Piston,,95
150,2,*激しさ２,Piston,,95
150,3,*激しさ３,Piston,,95
150,0,*激しさ１胸揉み,Piston,,96
150,1,*激しさ１胸揉み,Piston,,96
150,2,*激しさ２胸揉み,Piston,,96
150,3,*激しさ３胸揉み,Piston,,96
151,0,*激しさ１,Piston,,97
151,1,*激しさ１,Piston,,97
151,2,*激しさ２,Piston,,97
151,3,*激しさ３,Piston,,97
152,0,*激しさ１,Piston,,98
152,1,*激しさ１,Piston,,98
152,2,*激しさ２,Piston,,98
152,3,*激しさ３,Piston,,98
153,0,*激しさ１,Pain,,99
153,1,*激しさ１,Pain,,99
153,2,*激しさ２,Pain,,99
153,3,*激しさ３,Pain,,99
153,0,*激しさ１胸揉み,Pain,,100
153,1,*激しさ１胸揉み,Pain,,100
153,2,*激しさ２胸揉み,Pain,,100
153,3,*激しさ３胸揉み,Pain,,100
154,0,*激しさ１,Pain,,101
154,1,*激しさ１,Pain,,101
154,2,*激しさ２,Pain,,101
154,3,*激しさ３,Pain,,101
154,0,*激しさ１胸揉み,Pain,,102
154,1,*激しさ１胸揉み,Pain,,102
154,2,*激しさ２胸揉み,Pain,,102
154,3,*激しさ３胸揉み,Pain,,102
155,0,*激しさ１,Pain,,103
155,1,*激しさ１,Pain,,103
155,2,*激しさ２,Pain,,103
155,3,*激しさ３,Pain,,103
155,0,*激しさ１胸揉み,Pain,,104
155,1,*激しさ１胸揉み,Pain,,104
155,2,*激しさ２胸揉み,Pain,,104
155,3,*激しさ３胸揉み,Pain,,104
156,0,*激しさ１,Pain,,105
156,1,*激しさ１,Pain,,105
156,2,*激しさ２,Pain,,105
156,3,*激しさ３,Pain,,105
156,0,*激しさ１胸揉み,Pain,,106
156,1,*激しさ１胸揉み,Pain,,106
156,2,*激しさ２胸揉み,Pain,,106
156,3,*激しさ３胸揉み,Pain,,106
157,0,*激しさ１,Pain,,107
157,1,*激しさ１,Pain,,107
157,2,*激しさ２,Pain,,107
157,3,*激しさ３,Pain,,107
158,0,*激しさ１,Pain,,108
158,1,*激しさ１,Pain,,108
158,2,*激しさ２,Pain,,108
158,3,*激しさ３,Pain,,108
